item_no,series,product_name,material,size,packing,gross_weight,cbm,pdf_page,image,confidence
062506,Decorative Accessories Series,40CR-4,,3-22MM,,18,0.037,101,images/p101_c2_4.png,high
102803,Decorative Accessories Series,INDUSTRIAL,,,3/1,15,0.04,101,images/p101_c2_5.png,high
102820,Decorative Accessories Series,"M6.M7,MB,M9,M10,M12+M25 DIAMETER HINGE",,,,24,0.018,101,images/p101_c0_1.png,high
102840,Decorative Accessories Series,1 T-SHAPED STRANGLER / 1 SCREVWDRIVER / 1 TOOTH GAUGE,,,10/1,14.7,0.031,101,images/p101_c1_3.png,high
100102,Decoration Series,Ck75,,100X18MM,,23,0.016,102,images/p102_c2_5.png,high
100105,Decoration Series,Ck75,,61X19MM,,16,0.012,102,images/p102_c1_3.png,high
100113,Decoration Series,300BOX/20BOX,,100X25MM,,22,0.011,102,images/p102_c2_5.png,high
101901,Decoration Series,High Quality,,400MM,4/1,26.2,0.0138,102,images/p102_c0_0.png,high
101902,Decoration Series,High Quality,,600MM,2/1,17.5,0.0927,102,images/p102_c0_0.png,high
101903,Decoration Series,High Quality,,800MM,2/1,19,0.115,102,images/p102_c0_0.png,high
101905,Decoration Series,Laserfunction,,800MM,,32.5,0.1,102,images/p102_c1_2.png,high
101906,Decoration Series,Laserfunction,,1200MM,,21,0.07,102,images/p102_c1_2.png,high
101910,Decoration Series,BALL BEARING CUTTING WHEEL,,22X6X6MM,,1.2,0.033,102,images/p102_c0_1.png,high
130201,Decoration Series,Gate Roller,Steel,50MM,,80,0.006,102,images/p102_c2_4.png,high
130202,Decoration Series,Gate Roller,Steel,60MM,,60,0.007,102,images/p102_c2_4.png,high
130203,Decoration Series,Gate Roller,Steel,70MM,,36,0.008,102,images/p102_c2_4.png,high
130204,Decoration Series,Gate Roller,Steel,80MM,,30,0.009,102,images/p102_c2_4.png,high
150101,Tool Kit Series,"BETTER LOAD-BEARING EFFECT, DURABLE",,14',,17,0.17,103,images/p103_c0_0.png,high
150102,Tool Kit Series,"BETTER LOAD-BEARING EFFECT, DURABLE",,17',12/1,16.5,0.21,103,images/p103_c0_0.png,high
150103,Tool Kit Series,"BETTER LOAD-BEARING EFFECT, DURABLE",,"20""",6/1,13.5,0.19,103,images/p103_c0_0.png,high
150104,Tool Kit Series,"BETTER LOAD-BEARING EFFECT, DURABLE",,,2/1,,0.12,103,images/p103_c0_0.png,high
150105,Tool Kit Series,SURFACE IS SPRAYED WITH RUST PROOF PAINT.,,430MM,4/1,13.2,0.097,103,images/p103_c1_2.png,high
150106,Tool Kit Series,SURFACE IS SPRAYED WITH RUST PROOF PAINT.,,530MM,4/1,15.2,0.12,103,images/p103_c1_2.png,high
150201,Tool Kit Series,SURFACE IS SPRAYED WITH RUST PROOF PAINT.,,"16""/400MM",10/1,13.5,0.08,103,images/p103_c2_4.png,high
150202,Tool Kit Series,"EASILY ORGANIZE WITHOUT DISORDER,",,"16""/400MM",6/1,12,0.064,103,images/p103_c0_1.png,high
150203,Tool Kit Series,"EASILY ORGANIZE WITHOUT DISORDER,",,"16""",10/1,12.7,0.066,103,images/p103_c1_3.png,high
150204,Tool Kit Series,"EASILY ORGANIZE WITHOUT DISORDER,",,25X28CM,,11,0.067,103,images/p103_c2_5.png,high
150205,Tool Kit Series,EASILY ORGANIZE WITHOUT DISORDER,,11X24CM,,,0.041,104,images/p104_c0_0.png,high
150206,Tool Kit Series,"EASILY ORGANIZE WITHOUT DISORDER,",,36.5*19*52CM,6/1,11.8,0.14,104,images/p104_c1_2.png,high
150207,Tool Kit Series,"EASILY ORGANIZE WITHOUT DISORDER,",,58*26CM,,9.5,0.036,104,images/p104_c2_5.png,high
150208,Tool Kit Series,Cloth,,,,13,0.066,104,images/p104_c0_1.png,high
150209,Tool Kit Series,Drill Bag,,27*16CM,100/1,9.7,0.057,104,images/p104_c1_3.png,high
150210,Tool Kit Series,useup,,13/325MM,,20,0.042,104,images/p104_c2_4.png,high
064606,Tool Kit Series,THERMAL PROTECTOR,,,2/1,10.7,0.052,105,images/p105_c1_2.png,high
064607,Tool Kit Series,25M/2.5M2,,,2/1,15,0.052,105,images/p105_c1_2.png,high
120801,Tool Kit Series,Blender,,,12/1,16.5,0.11,105,images/p105_c2_4.png,high
121301,Tool Kit Series,AND DRY PLACE BELOW 27 C FOR A STORAGE PERIOD OF 12 MONTHS.,,,,24,0.014,105,images/p105_c0_1.png,high
121302,Tool Kit Series,TRANSPARENT,,,,24,0.014,105,images/p105_c0_1.png,high
121303,Tool Kit Series,WHITE,,,,24,0.014,105,images/p105_c0_1.png,high
121311,Tool Kit Series,1BOXS=24CARD=288PCS,,,,10,0.067,105,images/p105_c2_5.png,high
121315,Tool Kit Series,AUTOMOBILEAND MOTORCYCLE,,,,,0.035,105,images/p105_c1_3.png,high
150218,Tool Kit Series,Draw-Bar Tools Bag,,46X23X34CM,2/1,,0.099,105,images/p105_c0_0.png,high
051601,Decorative Accessories Series,INDUSTRIAL,,13X7X176MM,120/12,20,0.035,106,images/p106_c1_3.png,high
051602,Decorative Accessories Series,INDUSTRIAL,,10X7.5X176MM,,12,0.025,106,images/p106_c2_5.png,high
070110,Decorative Accessories Series,CANVAS BAG,,,,18,0.039,106,images/p106_c0_1.png,high
141401,Decorative Accessories Series,Round,,,12/6,15,0.067,106,images/p106_c0_0.png,high
141402,Decorative Accessories Series,"INTEGRATED MOLDING, THICKENED MATERIAL_ NOT EASILY DAMAGED",,,12/6,10.2,0.036,106,images/p106_c1_2.png,high
141403,Decorative Accessories Series,UIsUP,,72X6CM,,15.3,0.12,106,images/p106_c2_4.png,high
102001,Drilling Series,M2 Hss Twist Drill Bit Split Point,,,,,,108,images/p108_c0_0.png,low
102002,Drilling Series,M2 Hss Twist Drill Bit Split Point,,,,,,108,images/p108_c0_0.png,low
102003,Drilling Series,M2 Hss Twist Drill Bit Split Point,,,,,,108,images/p108_c0_0.png,low
102004,Drilling Series,M2 Din338,,,,,,108,,low
102005,Drilling Series,M2 Din338,,,,,,108,,low
102006,Drilling Series,M2 Din338,,,,,,108,,low
102007,Drilling Series,M2 Din338,,,,,,108,,low
102008,Drilling Series,M2 Din338,,,,,,108,,low
102009,Drilling Series,M2 Din338,,,,,,108,,low
102010,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102011,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102012,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102013,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102014,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102015,Drilling Series,2PCS,,,,,,108,images/p108_c0_1.png,low
102016,Drilling Series,2PCS,,,,,,108,images/p108_c0_1.png,low
102017,Drilling Series,2PCS,,,,,,108,images/p108_c0_1.png,low
102018,Drilling Series,2PCS,,,,,,108,,low
102019,Drilling Series,2PCS,,,,,,108,,low
102020,Drilling Series,2PCS,,,,,,108,,low
102021,Drilling Series,2PCS,,,,,,108,,low
102022,Drilling Series,2PCS,,,,,,108,,low
102023,Drilling Series,2PCS,,,,,,108,,low
102024,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102025,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102026,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102027,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102028,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102050,Drilling Series,M2 Hss Twist Drill Bit Split Point,,,,,,108,images/p108_c0_2.png,low
102051,Drilling Series,M2 Hss Twist Drill Bit Split Point,,,,,,108,images/p108_c0_2.png,low
102052,Drilling Series,M2 Din338,,,,,,108,,low
102053,Drilling Series,M2 Din338,,,,,,108,,low
102054,Drilling Series,M2 Din338,,,,,,108,,low
102055,Drilling Series,M2 Din338,,,,,,108,,low
102056,Drilling Series,M2 Din338,,,,,,108,,low
102057,Drilling Series,M2 Din338,,,,,,108,,low
102058,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102059,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102060,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102061,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102062,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102063,Drilling Series,M2 Hss Twist Drill Bit Split Point,,,,,,108,images/p108_c0_3.png,low
102064,Drilling Series,M2 Hss Twist Drill Bit Split Point,,,,,,108,images/p108_c0_3.png,low
102065,Drilling Series,M2 Din338,,,,,,108,,low
102066,Drilling Series,M2 Din338,,,,,,108,,low
102067,Drilling Series,M2 Din338,,,,,,108,,low
102068,Drilling Series,M2 Din338,,,,,,108,,low
102069,Drilling Series,M2 Din338,,,,,,108,,low
102070,Drilling Series,M2 Din338,,,,,,108,,low
102071,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102072,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102073,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102074,Drilling Series,SEIF-CBITBINS,,,,,,108,,low
102101,Drilling Series,HSS TWIST DRILL BITS,,,,,,108,images/p108_c0_4.png,low
102102,Drilling Series,HSS TWIST DRILL BITS,,,,,,108,images/p108_c0_4.png,low
102103,Drilling Series,HSS TWIST DRILL BITS,,,,,,108,images/p108_c0_4.png,low
102104,Drilling Series,M2 Din338,,,,,,108,,low
102105,Drilling Series,M2 Din338,,,,,,108,,low
102106,Drilling Series,M2 Din338,,,,,,108,,low
102107,Drilling Series,M2 Din338,,,,,,108,,low
102108,Drilling Series,M2 Din338,,,,,,108,,low
102110,Drilling Series,M2 Din338,,,,,,108,,low
102111,Drilling Series,SEIF-CENTEBIRS,,,,,,108,,low
